ID,adj.P.Val,P.Value,F,Gene.symbol
203953_s_at,0.68530732,5.75E-01,0.74222,CLDN3
234481_at,0.68530732,5.75E-01,0.7422,
1561760_s_at,0.68534423,5.75E-01,0.74213,LOC645513
216848_at,0.68536969,5.75E-01,0.74208,
225253_s_at,0.68540152,5.75E-01,0.74201,METTL2A///METTL2B
1563263_at,0.68540304,5.75E-01,0.74199,PLCG2
227647_at,0.6854424,5.75E-01,0.74192,KCNE3
228603_at,0.68546781,5.75E-01,0.74186,ACTR3
232460_at,0.68546781,5.75E-01,0.74184,
203543_s_at,0.68558755,5.75E-01,0.74166,KLF9
200691_s_at,0.68561154,5.75E-01,0.7416,HSPA9
201521_s_at,0.68561154,5.75E-01,0.74159,NCBP2
241344_at,0.68562834,5.75E-01,0.74153,
240830_at,0.68562834,5.75E-01,0.74152,SCARNA17
230114_at,0.68562834,5.75E-01,0.7415,
204575_s_at,0.68565985,5.75E-01,0.74142,MMP19
1569764_at,0.68565985,5.75E-01,0.74142,
1569689_s_at,0.68584715,5.75E-01,0.74115,GABRB3
201478_s_at,0.68585252,5.75E-01,0.74112,MIR664B///SNORA56///DKC1
220005_at,0.68599235,5.76E-01,0.74089,P2RY13
239375_at,0.68599235,5.76E-01,0.74089,
237863_at,0.68601267,5.76E-01,0.74084,TMPO
243227_at,0.68602902,5.76E-01,0.7408,
238384_x_at,0.68605129,5.76E-01,0.74075,
227715_at,0.68605243,5.76E-01,0.74072,LOC100233156///TEKT4P2///MAFIP
213602_s_at,0.68605243,5.76E-01,0.7407,
207488_at,0.68605243,5.76E-01,0.74068,
210826_x_at,0.68605243,5.76E-01,0.74067,RAD17
212578_x_at,0.6860907,5.76E-01,0.74059,RPS17
229848_at,0.6860907,5.76E-01,0.74057,ZNF10
231932_at,0.6860907,5.76E-01,0.74055,C1orf74
232022_at,0.68615832,5.76E-01,0.74041,TFB1M
1560851_at,0.68615832,5.76E-01,0.7404,LINC00619
1554466_a_at,0.68615832,5.76E-01,0.7404,METTL26
229433_at,0.68618373,5.76E-01,0.74034,RBM26
231242_at,0.68618373,5.76E-01,0.74031,BHLHE41
218702_at,0.68618373,5.76E-01,0.74029,SARS2
209706_at,0.68618373,5.76E-01,0.74029,NKX3-1
243085_at,0.68619121,5.76E-01,0.74024,
1561213_at,0.68619121,5.76E-01,0.74023,LINC01360
242588_at,0.68619916,5.76E-01,0.7402,
214486_x_at,0.68630978,5.76E-01,0.74003,CFLAR
231069_at,0.68633374,5.76E-01,0.73998,
202312_s_at,0.68636372,5.76E-01,0.73992,COL1A1
214771_x_at,0.68640975,5.76E-01,0.73984,MPRIP
214995_s_at,0.68642274,5.76E-01,0.73978,APOBEC3F///APOBEC3G
224865_at,0.68642274,5.76E-01,0.73976,FAR1
221580_s_at,0.68642274,5.76E-01,0.73976,MIR1304///SNORD5///SNORA32///SNORA40///SNORA18///SNORA1///SNORA8///TAF1D
228483_s_at,0.6866024,5.76E-01,0.7395,TAF9B
219127_at,0.68661161,5.76E-01,0.73946,PRR15L
234437_at,0.68663881,5.77E-01,0.7394,
203231_s_at,0.68663881,5.77E-01,0.73939,ATXN1
208350_at,0.68666434,5.77E-01,0.73933,CSN1S1
220431_at,0.68671156,5.77E-01,0.73924,TMPRSS11E
224451_x_at,0.68671156,5.77E-01,0.73923,ARHGAP9
201504_s_at,0.68681682,5.77E-01,0.73906,TSN
238112_at,0.68681682,5.77E-01,0.73904,LOC283177
229020_x_at,0.68685336,5.77E-01,0.73896,EPS8L2
229596_at,0.68685336,5.77E-01,0.73894,AMDHD1
241153_at,0.68685336,5.77E-01,0.73892,
222832_s_at,0.68685336,5.77E-01,0.73891,MFF
207200_at,0.6868955,5.77E-01,0.73882,OTC
243391_x_at,0.6868955,5.77E-01,0.73881,
1563145_at,0.68691337,5.77E-01,0.73876,LINC00301
242661_x_at,0.68691337,5.77E-01,0.73872,ALS2CR12
1554224_at,0.68691337,5.77E-01,0.73871,LOC101929497
1553064_at,0.68691337,5.77E-01,0.73869,H1FOO
1557871_at,0.68691337,5.77E-01,0.73868,LOC253573
1556964_s_at,0.68691337,5.77E-01,0.73867,
239996_x_at,0.68695014,5.77E-01,0.7386,ATP2A2
206237_s_at,0.68699512,5.77E-01,0.73852,NRG1
229505_at,0.68701312,5.77E-01,0.73846,
235513_at,0.68701312,5.77E-01,0.73845,
219513_s_at,0.68701312,5.77E-01,0.73842,SH2D3A
213528_at,0.68701312,5.77E-01,0.73841,METTL18
227945_at,0.68703222,5.77E-01,0.73837,TBC1D1
208201_at,0.68711361,5.77E-01,0.73824,DUX4L24///DBET///LOC100291626///DUX4///LOC100288289///LOC100287823///LOC100133400///DUX4L2///DUX4L3///DUX4L5///DUX4L6///DUX4L7///LOC652301///DUX4L4///DUX4L8///DUX3///DUX4L1
1563743_at,0.68711973,5.77E-01,0.73821,LINC01555
1558708_at,0.68722217,5.77E-01,0.73805,NRXN1
212352_s_at,0.68722272,5.77E-01,0.73803,TMED10
220104_at,0.68722608,5.77E-01,0.738,ZC3HAV1
241495_at,0.68722808,5.77E-01,0.73798,CCNL1
1567696_at,0.68724898,5.77E-01,0.73793,
1569528_at,0.68725829,5.77E-01,0.7379,LOC105375240
240898_at,0.68726332,5.77E-01,0.73787,SPAG16
204918_s_at,0.68726518,5.77E-01,0.73785,MLLT3
202415_s_at,0.68734511,5.78E-01,0.73772,HSPBP1
220441_at,0.68737175,5.78E-01,0.73766,DNAJC22
243376_at,0.68742131,5.78E-01,0.73758,TANK
218187_s_at,0.68743535,5.78E-01,0.73754,C8orf33
213223_at,0.68743844,5.78E-01,0.73751,MIR6805///RPL28
217046_s_at,0.68749354,5.78E-01,0.73742,AGER
217392_at,0.68758594,5.78E-01,0.73727,
1559404_a_at,0.68765288,5.78E-01,0.73716,HMGN3-AS1
207955_at,0.68773831,5.78E-01,0.73703,CCL27
229815_at,0.68776206,5.78E-01,0.73697,TMEM161B-AS1
231499_s_at,0.68778941,5.78E-01,0.73692,
207539_s_at,0.68787463,5.78E-01,0.73674,IL4
226970_at,0.68787463,5.78E-01,0.73672,FBXO33
206372_at,0.68787463,5.78E-01,0.73672,MYF6
240026_x_at,0.68787463,5.78E-01,0.73672,
229493_at,0.68792093,5.78E-01,0.73662,HOXD-AS2
202054_s_at,0.68792093,5.78E-01,0.73662,ALDH3A2
212278_x_at,0.68795069,5.78E-01,0.73656,UBE3A
1553559_at,0.68797935,5.78E-01,0.7365,TMEM171
1557536_at,0.68800785,5.78E-01,0.73644,WNK2
210279_at,0.68813005,5.78E-01,0.73623,GPR18
234602_x_at,0.68813005,5.78E-01,0.73623,
214364_at,0.68813005,5.79E-01,0.73621,MTERF4
222472_at,0.68831129,5.79E-01,0.73594,AFTPH
205007_s_at,0.68831129,5.79E-01,0.73593,CIB2
231884_at,0.68833338,5.79E-01,0.73587,CNTROB
1562790_at,0.68833338,5.79E-01,0.73585,NCALD
1569171_a_at,0.68833338,5.79E-01,0.73584,
226693_at,0.68837365,5.79E-01,0.73576,SDHAP2///LINC00969///SDHAP1
208391_s_at,0.68841341,5.79E-01,0.73567,GLP1R
1555090_x_at,0.68841341,5.79E-01,0.73565,TMEM182
205675_at,0.68841341,5.79E-01,0.73564,MTTP
204371_s_at,0.68841341,5.79E-01,0.73561,KHSRP
239761_at,0.68841341,5.79E-01,0.73561,GCNT1
235987_at,0.68841596,5.79E-01,0.73558,PRKXP1
208054_at,0.68844043,5.79E-01,0.73553,HERC4
227629_at,0.68844725,5.79E-01,0.7355,PRLR
211602_s_at,0.68847842,5.79E-01,0.73544,TRPC1
209870_s_at,0.68848051,5.79E-01,0.73541,APBA2
1552288_at,0.68849471,5.79E-01,0.73538,CILP2
204636_at,0.68852128,5.79E-01,0.7353,COL17A1
1560020_at,0.68852128,5.79E-01,0.73528,DNAJC13
224591_at,0.68852128,5.79E-01,0.73528,HP1BP3
207277_at,0.68854693,5.79E-01,0.73522,CD209
207239_s_at,0.68855147,5.79E-01,0.7352,CDK16
1567878_at,0.68857065,5.79E-01,0.73515,DEFB114
201097_s_at,0.6886309,5.79E-01,0.73504,ARF4
234339_s_at,0.6886309,5.79E-01,0.73501,SNORD23///GLTSCR2
235058_at,0.6886309,5.79E-01,0.73499,GPN2
206768_at,0.6886309,5.79E-01,0.73499,RPL3L
242884_at,0.68865629,5.79E-01,0.73493,LOC440570
216418_at,0.68865629,5.79E-01,0.73491,
1562820_at,0.68866241,5.79E-01,0.73489,
211204_at,0.68866418,5.79E-01,0.73486,ME1
1556309_s_at,0.68868643,5.79E-01,0.73481,FAAP20
228255_at,0.6887617,5.79E-01,0.73469,TMEM237
205754_at,0.6887617,5.79E-01,0.73467,F2
1559800_a_at,0.68877429,5.79E-01,0.73463,
243123_at,0.68879019,5.80E-01,0.73458,
1557328_at,0.68879019,5.80E-01,0.73457,LOC283665
241648_at,0.68881078,5.80E-01,0.73452,
216045_at,0.68885712,5.80E-01,0.73441,CCDC144A
218954_s_at,0.68885712,5.80E-01,0.7344,BRF2
214330_at,0.68885712,5.80E-01,0.7344,ATPAF2
1561523_at,0.68887275,5.80E-01,0.73434,CCDC65
241156_at,0.68887275,5.80E-01,0.73432,
1563007_at,0.68887275,5.80E-01,0.73432,LOC101929241
244670_at,0.68891555,5.80E-01,0.73424,ATP5S
220583_at,0.68892789,5.80E-01,0.7342,
217858_s_at,0.68895337,5.80E-01,0.73415,ARMCX3
212183_at,0.68897975,5.80E-01,0.73409,NUDT4P1///NUDT4
216620_s_at,0.68897975,5.80E-01,0.73405,ARHGEF10
234839_at,0.68897975,5.80E-01,0.73404,
220620_at,0.68897975,5.80E-01,0.73403,CRCT1
1569944_at,0.68898121,5.80E-01,0.73401,
1552486_s_at,0.68905463,5.80E-01,0.73389,LACTB
1562509_at,0.68907449,5.80E-01,0.73383,TMEM108-AS1
239989_at,0.68907449,5.80E-01,0.73382,CNTLN
241822_at,0.68908682,5.80E-01,0.73379,SIX5
226153_s_at,0.68912303,5.80E-01,0.73367,CNOT6L
213871_s_at,0.68912303,5.80E-01,0.73367,DNPH1
204537_s_at,0.68912303,5.80E-01,0.73365,MIR452///MIR224///GABRE
240488_at,0.68912303,5.80E-01,0.73364,
206808_at,0.68912303,5.80E-01,0.73364,HNRNPA3P1
1558164_s_at,0.68912552,5.80E-01,0.73361,PEX13
228743_at,0.68924205,5.80E-01,0.73343,TXNDC17
244143_at,0.6893171,5.80E-01,0.7333,
224228_s_at,0.6893171,5.80E-01,0.73328,PRDM7
1566586_at,0.6893171,5.80E-01,0.73327,
221742_at,0.68943294,5.80E-01,0.73307,CELF1
215963_x_at,0.68943294,5.80E-01,0.73306,RPL3
1554778_at,0.68943294,5.80E-01,0.73305,PHLDB2
1553376_a_at,0.68944851,5.81E-01,0.733,AXDND1
220611_at,0.68944851,5.81E-01,0.73299,DAB1
216516_at,0.68945632,5.81E-01,0.73296,
217535_at,0.68949416,5.81E-01,0.73289,
232901_at,0.68950528,5.81E-01,0.73284,RARS2
240316_at,0.68950528,5.81E-01,0.73284,C9orf57
218791_s_at,0.68951591,5.81E-01,0.7328,KATNBL1
1560595_at,0.68952916,5.81E-01,0.73276,LOC100128993
239534_at,0.68955231,5.81E-01,0.73271,
232534_at,0.68955835,5.81E-01,0.73268,LIN37
202904_s_at,0.68958782,5.81E-01,0.73262,LSM5
234283_at,0.68958782,5.81E-01,0.7326,
240998_at,0.68964174,5.81E-01,0.73249,
239632_at,0.68964174,5.81E-01,0.73249,
201495_x_at,0.68964444,5.81E-01,0.73246,MYH11
207166_at,0.6896471,5.81E-01,0.73244,GNGT1
227832_at,0.68967617,5.81E-01,0.73238,MBD6
200013_at,0.68969163,5.81E-01,0.73234,RPL24
235940_at,0.68969163,5.81E-01,0.73232,C9orf64
219897_at,0.6897023,5.81E-01,0.73227,RNF122
224872_at,0.6897023,5.81E-01,0.73225,DIP2B
222118_at,0.6897023,5.81E-01,0.73224,CENPN
202640_s_at,0.68970584,5.81E-01,0.73221,RANBP3
1553612_at,0.68970584,5.81E-01,0.7322,ZNF354B
231244_at,0.68970865,5.81E-01,0.73215,CASD1
224110_at,0.68970865,5.81E-01,0.73214,PRO1804
232698_at,0.68970865,5.81E-01,0.73212,BPIFB2
224296_x_at,0.68970865,5.81E-01,0.73211,
222129_at,0.68970865,5.81E-01,0.73209,FAM134A
235416_at,0.68974776,5.81E-01,0.732,LOC643201
1559653_at,0.68974776,5.81E-01,0.732,GRTP1-AS1
204892_x_at,0.68977084,5.81E-01,0.73195,EEF1A1
1569405_at,0.68977146,5.81E-01,0.73193,LOC102724708
204756_at,0.6897898,5.81E-01,0.73188,MAP2K5
1561514_at,0.6898037,5.81E-01,0.73184,LOC400655
1556004_at,0.68983763,5.81E-01,0.73177,LOC101928817
235459_at,0.68983763,5.81E-01,0.73176,RNF41
1557488_at,0.68986517,5.81E-01,0.7317,CBX3P2
1565851_at,0.68999666,5.81E-01,0.7315,
221757_at,0.69003022,5.81E-01,0.73144,PIK3IP1
229555_at,0.69009459,5.82E-01,0.73133,GALNT5
235723_at,0.69014331,5.82E-01,0.73122,BNC2
211978_x_at,0.69014331,5.82E-01,0.73121,LOC101060363///PPIA
203275_at,0.69014331,5.82E-01,0.7312,IRF2
236849_at,0.69016261,5.82E-01,0.73113,VTI1A
241256_at,0.69016261,5.82E-01,0.73111,LOC101926934
1558682_at,0.69016261,5.82E-01,0.7311,HMGA2
238793_at,0.69016261,5.82E-01,0.7311,TIGD7
220825_s_at,0.69017185,5.82E-01,0.73105,KIRREL
1552555_at,0.69017185,5.82E-01,0.73104,PRSS36
1569331_at,0.69025497,5.82E-01,0.73089,CNKSR3
244198_at,0.69025497,5.82E-01,0.73087,RANBP17
237312_at,0.69025497,5.82E-01,0.73087,LOC100506272
206144_at,0.69026883,5.82E-01,0.73083,MAGI1
215523_at,0.69028372,5.82E-01,0.73079,ZNF391
201132_at,0.69028372,5.82E-01,0.73077,RPL36A-HNRNPH2///HNRNPH2
1563511_at,0.69031868,5.82E-01,0.7307,DKFZp451B082
1564373_a_at,0.69034222,5.82E-01,0.73065,LOC283887
219837_s_at,0.69035064,5.82E-01,0.73062,CYTL1
207915_at,0.69042783,5.82E-01,0.7305,
225919_s_at,0.69043255,5.82E-01,0.73047,C9orf72
238976_at,0.69049792,5.82E-01,0.73036,
1563641_a_at,0.69049898,5.82E-01,0.73034,SNX20
240345_x_at,0.69051116,5.82E-01,0.7303,
217555_at,0.69051116,5.82E-01,0.73028,SMC1A
1567687_at,0.69053139,5.82E-01,0.73022,CECR9
230440_at,0.69053139,5.82E-01,0.73021,ZNF469
241315_at,0.69054101,5.82E-01,0.73018,
208520_at,0.69058598,5.82E-01,0.7301,OR10H3
1556621_a_at,0.69061557,5.82E-01,0.73001,
202390_s_at,0.69061557,5.82E-01,0.73001,HTT
234423_x_at,0.69061557,5.82E-01,0.72998,LOC100996255
238391_at,0.69061557,5.82E-01,0.72998,
219864_s_at,0.69061697,5.82E-01,0.72996,RCAN3
1569642_at,0.69063717,5.82E-01,0.72991,F2R
242832_at,0.69073217,5.83E-01,0.72975,MIR6883///PER1
208565_at,0.69073217,5.83E-01,0.72974,MC5R
244131_at,0.69073305,5.83E-01,0.72972,HNRNPA2B1
209892_at,0.69078227,5.83E-01,0.72963,FUT4
218528_s_at,0.69078362,5.83E-01,0.72959,RNF38
214482_at,0.69078362,5.83E-01,0.72959,ZBTB25
231073_at,0.69078362,5.83E-01,0.72957,C1orf168
225712_at,0.69078657,5.83E-01,0.72955,GEMIN5
204224_s_at,0.69078779,5.83E-01,0.72952,GCH1
1561983_at,0.69081314,5.83E-01,0.72946,LINC01206
208191_x_at,0.69081314,5.83E-01,0.72945,PSG4
1570628_at,0.69082753,5.83E-01,0.72941,
232244_at,0.69082927,5.83E-01,0.72939,KIAA1161
222885_at,0.69085628,5.83E-01,0.72931,EMCN
206963_s_at,0.69085628,5.83E-01,0.72929,NAT8B///NAT8
1555356_a_at,0.69085628,5.83E-01,0.72928,SCML4
1552693_at,0.69085628,5.83E-01,0.72927,ARL11
1563207_at,0.69091748,5.83E-01,0.72917,IGF2BP2-AS1
205301_s_at,0.69098072,5.83E-01,0.72906,OGG1
201345_s_at,0.69098906,5.83E-01,0.72901,UBE2D2
207410_s_at,0.69098906,5.83E-01,0.72901,TLX2
1552738_a_at,0.69098906,5.83E-01,0.72897,ST7L
1561253_at,0.69098906,5.83E-01,0.72897,LOC101927901
227044_at,0.69102303,5.83E-01,0.7289,
1556983_a_at,0.69107311,5.83E-01,0.72882,
220617_s_at,0.69107588,5.83E-01,0.72877,ZNF532
233764_s_at,0.69107588,5.83E-01,0.72877,LARP1B
205855_at,0.69111375,5.83E-01,0.7287,ZNF197
244722_at,0.6911285,5.83E-01,0.72866,
237797_at,0.6911285,5.83E-01,0.72864,DNM1L
207851_s_at,0.69116904,5.83E-01,0.72856,INSR
1552797_s_at,0.69122586,5.83E-01,0.72847,PROM2
226475_at,0.69124811,5.83E-01,0.72842,FAM118A
1562051_at,0.69127032,5.83E-01,0.72837,LOC729296///MIR646HG
231413_at,0.69128812,5.83E-01,0.72832,
1560396_at,0.69142289,5.84E-01,0.72812,KLHL6
1560433_at,0.69143957,5.84E-01,0.72808,
225460_at,0.69146446,5.84E-01,0.72802,SEC22C
231763_at,0.69149244,5.84E-01,0.72797,POLR3A
224193_s_at,0.6915129,5.84E-01,0.72792,FCRL2
210000_s_at,0.69152402,5.84E-01,0.72788,SOCS1
226512_at,0.69152402,5.84E-01,0.72786,ZMYM2
208403_x_at,0.69159195,5.84E-01,0.72775,MAX
45828_at,0.69159195,5.84E-01,0.72773,ATP5SL
209697_at,0.6916146,5.84E-01,0.72768,PPP3CC
205088_at,0.69179008,5.84E-01,0.72738,MAMLD1
201452_at,0.69179008,5.84E-01,0.72737,RHEB
1562470_at,0.69179008,5.84E-01,0.72736,TCEANC2
1559835_at,0.69179008,5.84E-01,0.72736,LINC01410
225182_at,0.69180091,5.84E-01,0.72733,TMEM50B
229087_s_at,0.69183307,5.84E-01,0.72726,FAM104A
229767_at,0.69184309,5.84E-01,0.72723,TBCD
233124_s_at,0.69184309,5.84E-01,0.72721,ECHDC1
235207_at,0.69185655,5.84E-01,0.72717,
243024_at,0.69192661,5.84E-01,0.72706,ZNF394
230053_at,0.69206172,5.84E-01,0.72685,
208762_at,0.69209423,5.84E-01,0.72679,SUMO1
232267_at,0.69209617,5.84E-01,0.72677,ADGRD1
1565780_at,0.69221445,5.85E-01,0.72656,ABCA8
202685_s_at,0.69221445,5.85E-01,0.72655,AXL
225718_at,0.69221445,5.85E-01,0.72654,LNPK
243752_s_at,0.69221445,5.85E-01,0.72653,CYTH3
1561037_a_at,0.69221907,5.85E-01,0.7265,LOC105373113
241284_at,0.69223864,5.85E-01,0.72644,
243467_at,0.69223864,5.85E-01,0.72643,
204406_at,0.69223864,5.85E-01,0.72641,FLT1
203965_at,0.6922604,5.85E-01,0.72636,USP20
221719_s_at,0.69230349,5.85E-01,0.72628,LZTS1
32502_at,0.69232111,5.85E-01,0.72624,GDPD5
241587_at,0.69233346,5.85E-01,0.72618,NAALADL2-AS3
237771_s_at,0.69233346,5.85E-01,0.72618,LOC101927305
1569300_at,0.69235066,5.85E-01,0.72614,MFAP3L
231198_at,0.69235066,5.85E-01,0.72612,CDK6
201865_x_at,0.69235359,5.85E-01,0.72609,NR3C1
216615_s_at,0.69235359,5.85E-01,0.72608,HTR3A
211153_s_at,0.69237872,5.85E-01,0.72602,TNFSF11
203048_s_at,0.69239944,5.85E-01,0.72597,TTC37
244782_at,0.69240985,5.85E-01,0.72594,PPP3R2
215647_at,0.69241434,5.85E-01,0.72591,
222591_at,0.69242247,5.85E-01,0.72588,STYXL1
233354_at,0.69252626,5.85E-01,0.72572,ZNF426
240658_at,0.69252866,5.85E-01,0.72568,
217159_x_at,0.69252866,5.85E-01,0.72568,SIGLEC7
224575_at,0.69255156,5.85E-01,0.72562,BRK1
204648_at,0.69255156,5.85E-01,0.72561,NPR1
234119_at,0.69271624,5.85E-01,0.72535,
234849_at,0.69271624,5.85E-01,0.72534,YME1L1
239880_at,0.69279315,5.85E-01,0.72522,UBE2E2-AS1
222861_x_at,0.69280737,5.85E-01,0.72518,FBXO44
212093_s_at,0.69285227,5.85E-01,0.7251,MTUS1
208160_at,0.69290177,5.86E-01,0.725,
244466_at,0.69290177,5.86E-01,0.72498,ZNF544
243221_at,0.69290177,5.86E-01,0.72497,FAM20A
227375_at,0.69291696,5.86E-01,0.72493,ANKRD13C
217218_at,0.69293201,5.86E-01,0.72489,WAPL
205222_at,0.69294479,5.86E-01,0.72485,EHHADH
221435_x_at,0.69307265,5.86E-01,0.72466,HYI
1555363_s_at,0.69315361,5.86E-01,0.72453,LINC00663
230222_at,0.69315361,5.86E-01,0.7245,
203902_at,0.69315361,5.86E-01,0.72449,HEPH
1564777_at,0.69315361,5.86E-01,0.72445,HYALP1
1559161_at,0.69315361,5.86E-01,0.72445,
201509_at,0.69323179,5.86E-01,0.72432,IDH3B
228712_at,0.69327411,5.86E-01,0.72425,WNK1
1569104_a_at,0.69327678,5.86E-01,0.72422,
223997_at,0.69329612,5.86E-01,0.72417,FNIP1
209559_at,0.69329612,5.86E-01,0.72416,HIP1R
209507_at,0.69335573,5.86E-01,0.72406,RPA3
231216_at,0.69340813,5.86E-01,0.72396,TMEM179
228684_at,0.69340813,5.86E-01,0.72395,ZNF503
1563693_at,0.69344479,5.86E-01,0.72387,
1562566_at,0.69344479,5.86E-01,0.72386,TRAF3IP2-AS1
238517_at,0.69349652,5.86E-01,0.72377,KLF7
1563946_at,0.6935074,5.86E-01,0.72373,
233054_at,0.69357219,5.86E-01,0.72361,CNOT2
211442_x_at,0.69357219,5.86E-01,0.72357,CYP3A43
227522_at,0.69357219,5.86E-01,0.72352,CMBL
221145_at,0.69357219,5.86E-01,0.7235,
236126_at,0.69357219,5.86E-01,0.7235,ACVR2B
231543_at,0.69357219,5.86E-01,0.7235,PLEKHA8
211570_s_at,0.69357219,5.86E-01,0.72349,RAPSN
237510_at,0.69357219,5.86E-01,0.72348,MYNN
206756_at,0.69361549,5.87E-01,0.72339,CHST7
236580_at,0.69361549,5.87E-01,0.72338,
240753_at,0.69362843,5.87E-01,0.72335,
226503_at,0.69367757,5.87E-01,0.72326,RIF1
212506_at,0.69372448,5.87E-01,0.72318,PICALM
213622_at,0.69378477,5.87E-01,0.72307,COL9A2
216685_s_at,0.69380736,5.87E-01,0.72302,MTAP
219275_at,0.69398392,5.87E-01,0.72277,PDCD5
1556675_s_at,0.69401064,5.87E-01,0.72271,LINC01016
1556362_at,0.69401454,5.87E-01,0.72264,LOC101927531
222432_s_at,0.69401454,5.87E-01,0.72262,CCDC47
1562000_at,0.69401454,5.87E-01,0.72261,LOC400620
208950_s_at,0.69401454,5.87E-01,0.72259,ALDH7A1
237557_at,0.69401454,5.87E-01,0.72257,
1569213_at,0.69401454,5.87E-01,0.72257,LRRC74B
229260_at,0.69401454,5.87E-01,0.72256,C5orf15
242276_at,0.69405008,5.87E-01,0.72249,
233581_at,0.69406587,5.87E-01,0.72245,METTL6
200099_s_at,0.69408372,5.87E-01,0.7224,SNORD73A///RPS3A
223995_at,0.69408372,5.87E-01,0.72239,SLC12A9
221320_at,0.69418715,5.87E-01,0.72223,BCL2L10
235903_at,0.69421301,5.87E-01,0.72217,ANKS6
218822_s_at,0.69421729,5.87E-01,0.72215,LOC100652930///STX16-NPEPL1///NPEPL1
213303_x_at,0.69427554,5.87E-01,0.72205,ZBTB7A
1564627_at,0.69429942,5.87E-01,0.72198,DNAJC13
223160_s_at,0.69429942,5.87E-01,0.72198,PPP4R3A
202250_s_at,0.69435506,5.87E-01,0.72188,DCAF8
34858_at,0.69435506,5.87E-01,0.72184,KCTD2
231280_at,0.69435506,5.88E-01,0.7218,HEBP2
238162_at,0.69435506,5.88E-01,0.72179,
240688_at,0.69435506,5.88E-01,0.72178,MGST1
233626_at,0.69435506,5.88E-01,0.72178,
217259_at,0.69436429,5.88E-01,0.72175,
230591_at,0.69441502,5.88E-01,0.72165,LOC729887
1561423_at,0.69441502,5.88E-01,0.72164,LINC00535
235919_at,0.69461142,5.88E-01,0.72135,CEP78
232894_at,0.69467441,5.88E-01,0.72125,SEC14L2
240278_at,0.69481658,5.88E-01,0.72104,RASSF1-AS1
228369_at,0.69484177,5.88E-01,0.72097,CNPY3
239322_at,0.69484177,5.88E-01,0.72096,CEP41
237199_at,0.69484253,5.88E-01,0.72094,
1568746_a_at,0.69486065,5.88E-01,0.72088,LOC646268
227947_at,0.69486065,5.88E-01,0.72088,PHACTR2
1553511_at,0.69487457,5.88E-01,0.7208,GJD3
216346_at,0.69487457,5.88E-01,0.7208,SEC14L3
233708_at,0.69487457,5.88E-01,0.72077,
216779_at,0.69487457,5.88E-01,0.72076,CYLC1
240985_at,0.69487457,5.88E-01,0.72074,
203658_at,0.69487457,5.88E-01,0.72074,SLC25A20
1567181_x_at,0.6949381,5.88E-01,0.72063,LOC105376944
237132_at,0.69495414,5.88E-01,0.72059,TJP2
223335_at,0.69501254,5.88E-01,0.72049,TMEM69
1555073_at,0.695018,5.88E-01,0.72046,MGC40069
1561112_at,0.69502989,5.88E-01,0.72043,
236864_at,0.69513261,5.88E-01,0.72026,SYTL3
219495_s_at,0.69513261,5.88E-01,0.72025,ZNF180
227195_at,0.69517547,5.89E-01,0.72017,ZNF503
203542_s_at,0.69518545,5.89E-01,0.72014,KLF9
201365_at,0.6952181,5.89E-01,0.72007,OAZ2
233062_at,0.69523338,5.89E-01,0.72003,GMDS-AS1
222816_s_at,0.69524626,5.89E-01,0.71999,ZCCHC2
AFFX-ThrX-5_at,0.69528914,5.89E-01,0.71992,
229864_at,0.69535401,5.89E-01,0.71981,ELP6
203719_at,0.69539556,5.89E-01,0.71973,ERCC1
230659_at,0.69543841,5.89E-01,0.71965,
217283_at,0.69548835,5.89E-01,0.71956,
AFFX-r2-Bs-lys-M_at,0.69548835,5.89E-01,0.71955,
214639_s_at,0.6955543,5.89E-01,0.71942,HOXA1
237914_s_at,0.6955543,5.89E-01,0.71942,
1570270_at,0.69567219,5.89E-01,0.71923,LOC101926942
1563086_at,0.69567219,5.89E-01,0.71922,LOC101928894
239457_at,0.69570568,5.89E-01,0.71915,ATP8B3
228686_at,0.69575613,5.89E-01,0.71906,LOC101929964///LINC01184
207607_at,0.69576575,5.89E-01,0.71903,ASCL2
235706_at,0.69576575,5.89E-01,0.71901,CPM
37892_at,0.69577403,5.89E-01,0.71898,COL11A1
1566775_at,0.69581505,5.89E-01,0.7189,DNAH1
206126_at,0.69584486,5.89E-01,0.71883,CXCR5
237449_at,0.69584486,5.89E-01,0.71882,SP8
225749_at,0.69587543,5.89E-01,0.71875,C16orf91
211563_s_at,0.69587543,5.89E-01,0.71873,URI1
1561431_at,0.69587543,5.89E-01,0.7187,
218775_s_at,0.69587543,5.89E-01,0.71869,WWC2///CLDN22
217033_x_at,0.69587543,5.89E-01,0.71868,NTRK3
234881_at,0.69588902,5.89E-01,0.71864,
1553453_at,0.69590551,5.90E-01,0.7186,ASB14
222504_s_at,0.69603152,5.90E-01,0.7184,EMC8
244063_at,0.69603152,5.90E-01,0.71838,BTN2A1
207482_at,0.69603152,5.90E-01,0.71837,TP53TG5
243861_at,0.69604844,5.90E-01,0.71833,FNIP1
241386_at,0.69605165,5.90E-01,0.7183,LOC100506691
217068_at,0.69606601,5.90E-01,0.71824,
217249_x_at,0.69606601,5.90E-01,0.71823,
223126_s_at,0.69606601,5.90E-01,0.71822,C1orf21
242689_at,0.69610376,5.90E-01,0.71815,RALGPS1
238829_at,0.69613628,5.90E-01,0.71808,
202116_at,0.69613628,5.90E-01,0.71807,DPF2
