ID,adj.P.Val,P.Value,F,Gene.symbol
203989_x_at,0.00000206,3.77E-11,68.64989,F2R
1552735_at,0.00007674,3.40E-09,41.1047,PCDHGA4
235106_at,0.00007674,4.21E-09,40.09304,MAML2
224164_at,0.00014879,1.54E-08,34.39294,TPM3
219249_s_at,0.00014879,1.59E-08,34.25629,FKBP10
222848_at,0.00014879,1.71E-08,33.95468,CENPK
204860_s_at,0.00014879,2.07E-08,33.18511,NAIP
236966_at,0.00014879,2.41E-08,32.59693,ARMC8
220331_at,0.00014879,2.45E-08,32.52591,CYP46A1
242372_s_at,0.00020278,3.71E-08,30.934,MFSD4A
236677_at,0.00021237,4.54E-08,30.18523,NGB
228708_at,0.00021237,4.98E-08,29.84688,RAB27B
209835_x_at,0.00021237,5.98E-08,29.18331,CD44
211876_x_at,0.00021237,6.26E-08,29.02247,PCDHGA3///PCDHGA5///PCDHGA6///PCDHGA10///PCDHGA11///PCDHGA12///PCDHGC3
210916_s_at,0.00021237,6.39E-08,28.94783,CD44
1556047_s_at,0.00021237,6.81E-08,28.7222,MAGEE1
202075_s_at,0.00021237,7.22E-08,28.51524,PLTP
1570279_at,0.00021237,7.41E-08,28.42792,ABCA1
204730_at,0.00021237,7.56E-08,28.35675,RIMS3
219671_at,0.00021237,7.77E-08,28.2612,HPCAL4
207383_s_at,0.00024433,9.38E-08,27.61013,RHBDL1
220359_s_at,0.00027368,1.19E-07,26.81012,ARPP21
230781_at,0.00027368,1.22E-07,26.7185,LINC01088
232003_at,0.00027368,1.23E-07,26.70066,PNMAL2
208320_at,0.00027368,1.30E-07,26.52006,CABP1
233917_s_at,0.00027368,1.31E-07,26.49974,MOV10
201645_at,0.00027368,1.42E-07,26.23825,TNC
1557889_at,0.00027368,1.49E-07,26.06309,
228109_at,0.00027368,1.49E-07,26.05971,RASGRF2
215694_at,0.00027368,1.50E-07,26.04447,SPATA5L1
236207_at,0.00029179,1.65E-07,25.73122,SSFA2
212063_at,0.00029385,1.72E-07,25.60666,CD44
1560680_at,0.00031183,1.95E-07,25.20544,
225111_s_at,0.00031183,2.13E-07,24.92746,NAPB
218546_at,0.00031183,2.15E-07,24.90086,C1orf115
227425_at,0.00031183,2.23E-07,24.779,REPS2
1556006_s_at,0.00031183,2.27E-07,24.72693,CSNK1A1
201291_s_at,0.00031183,2.28E-07,24.71301,TOP2A
210559_s_at,0.00031183,2.30E-07,24.69454,CDK1
206384_at,0.00031183,2.31E-07,24.67763,CACNG3
202279_at,0.00031183,2.38E-07,24.58588,C14orf2
213268_at,0.00031183,2.40E-07,24.56274,CAMTA1
215241_at,0.00031221,2.54E-07,24.37603,ANO3
209200_at,0.00031221,2.55E-07,24.37183,MEF2C
220326_s_at,0.00031221,2.60E-07,24.31464,ARHGEF40
219368_at,0.00031221,2.76E-07,24.12978,NAP1L2
203358_s_at,0.00031221,2.79E-07,24.09655,EZH2
212976_at,0.00031221,2.82E-07,24.0648,LRRC8B
1560297_at,0.00031221,2.84E-07,24.03778,
236714_at,0.00031221,2.89E-07,23.99003,
211458_s_at,0.00031221,2.91E-07,23.96363,GABARAPL3///GABARAPL1
1555875_at,0.00031301,3.01E-07,23.86209,SRGAP1
209099_x_at,0.00031301,3.03E-07,23.83932,JAG1
221901_at,0.00031702,3.19E-07,23.69047,KIAA1644
200859_x_at,0.00031702,3.19E-07,23.68931,FLNA
212012_at,0.00032076,3.29E-07,23.6,PXDN
242405_at,0.00032525,3.46E-07,23.44405,
204489_s_at,0.00032525,3.60E-07,23.3269,CD44
212880_at,0.00032525,3.60E-07,23.32683,WDR7
201292_at,0.00032525,3.66E-07,23.27569,TOP2A
239757_at,0.00032525,3.68E-07,23.25879,ZFAND6
221510_s_at,0.00032525,3.74E-07,23.21138,GLS
238061_at,0.00032525,3.84E-07,23.13911,LGI3
235486_at,0.00032525,3.86E-07,23.11899,KIAA1549L
214735_at,0.00032525,3.92E-07,23.07388,IPCEF1
225165_at,0.00032525,3.93E-07,23.07058,PPP1R1B
234807_x_at,0.00032893,4.03E-07,22.99322,
210276_s_at,0.00032893,4.09E-07,22.94984,NOL12///TRIOBP
211241_at,0.00033262,4.26E-07,22.83116,ANXA2P3
202395_at,0.00033262,4.29E-07,22.80906,LOC101930324///NSF
206731_at,0.00033262,4.32E-07,22.791,CNKSR2
212014_x_at,0.00033749,4.44E-07,22.70799,CD44
205345_at,0.00033821,4.61E-07,22.60462,BARD1
207714_s_at,0.00033821,4.64E-07,22.58147,SERPINH1
213413_at,0.00033821,4.73E-07,22.52543,STON1
213219_at,0.00033821,4.77E-07,22.50584,ADCY2
224801_at,0.00033821,4.86E-07,22.44919,NDFIP2
1569500_at,0.00033821,4.92E-07,22.41431,
214553_s_at,0.00033821,4.93E-07,22.40708,ARPP19
204162_at,0.00033821,4.95E-07,22.39734,NDC80
211250_s_at,0.00034205,5.11E-07,22.3036,SH3BP2
210222_s_at,0.00034205,5.15E-07,22.28017,RTN1
222920_s_at,0.00034205,5.25E-07,22.22813,TESPA1
58780_s_at,0.00034205,5.31E-07,22.19312,ARHGEF40
212624_s_at,0.00034205,5.32E-07,22.19134,CHN1
242029_at,0.00034215,5.43E-07,22.13163,
238699_s_at,0.00034215,5.46E-07,22.11857,CASK
235227_at,0.00034215,5.51E-07,22.09172,STXBP5
223340_at,0.00035291,5.74E-07,21.97187,ATL1
235985_at,0.00035564,5.85E-07,21.91845,
227926_s_at,0.00035887,6.06E-07,21.81977,NBPF20
214752_x_at,0.00035887,6.09E-07,21.80858,FLNA
206481_s_at,0.00035887,6.13E-07,21.78937,LDB2
201020_at,0.00035887,6.21E-07,21.75395,YWHAH
1569952_x_at,0.00035887,6.25E-07,21.73398,SDCBPP2
212013_at,0.00035887,6.36E-07,21.6835,PXDN
1557617_at,0.00035887,6.37E-07,21.68241,DCTN1-AS1
240105_at,0.00036726,6.58E-07,21.58907,
243691_at,0.00036775,6.66E-07,21.55708,
204506_at,0.0003766,6.89E-07,21.46293,PPP3R1
238966_at,0.00038334,7.08E-07,21.38609,CELF4
205635_at,0.00038882,7.30E-07,21.30266,KALRN
222729_at,0.00038882,7.39E-07,21.26926,FBXW7
221865_at,0.00038882,7.50E-07,21.22811,TMEM268
225060_at,0.00038882,7.51E-07,21.22237,LRP11
239930_at,0.00038882,7.54E-07,21.21351,GALNT2
219918_s_at,0.00039084,7.65E-07,21.17343,ASPM
204753_s_at,0.00041269,8.15E-07,20.99894,HLF
214788_x_at,0.00041547,8.30E-07,20.95096,DDN
206196_s_at,0.00041547,8.36E-07,20.93058,RUNDC3A
212709_at,0.00042166,8.64E-07,20.84103,NUP160
238982_at,0.00042166,8.75E-07,20.80527,DENR
239465_at,0.00042166,8.88E-07,20.76649,
207035_at,0.00042166,8.91E-07,20.75819,SLC30A3
219532_at,0.00042166,9.00E-07,20.73021,ELOVL4
214376_at,0.00042166,9.00E-07,20.72926,MAPK10
203442_x_at,0.00042166,9.02E-07,20.72301,EML3
204589_at,0.00042166,9.27E-07,20.64978,NUAK1
229160_at,0.00042166,9.35E-07,20.62681,MUM1L1
226167_at,0.00042166,9.39E-07,20.61696,SYT7
209877_at,0.00042166,9.43E-07,20.60563,SNCG
209442_x_at,0.00042166,9.50E-07,20.58332,ANK3
230000_at,0.00042166,9.56E-07,20.56744,RNF213
232720_at,0.00042166,9.62E-07,20.55057,LINGO2
217656_at,0.00042166,9.64E-07,20.54499,
229551_x_at,0.00042557,9.87E-07,20.48073,ZNF367
235225_at,0.00042557,9.89E-07,20.47772,SCN2B
230303_at,0.00043547,1.03E-06,20.35748,SYNPR
228144_at,0.00043547,1.04E-06,20.34254,ZNF300
1557239_at,0.00043547,1.04E-06,20.33428,BBX
219895_at,0.00043547,1.04E-06,20.33359,TMEM255A
244745_at,0.00043674,1.05E-06,20.30562,RERG
230644_at,0.00043691,1.06E-06,20.28452,LRFN5
214293_at,0.00043747,1.07E-06,20.26125,SEPT11
205257_s_at,0.00044209,1.10E-06,20.19612,AMPH
231771_at,0.00044209,1.10E-06,20.19409,GJB6
211276_at,0.00044441,1.12E-06,20.14707,TCEAL2
237561_x_at,0.00044441,1.13E-06,20.11786,
229392_s_at,0.00044441,1.14E-06,20.10629,PIK3R2
224035_s_at,0.00044441,1.14E-06,20.10367,BCL2L13
219148_at,0.00044525,1.16E-06,20.06444,PBK
239978_at,0.00044525,1.16E-06,20.06132,
213746_s_at,0.00044566,1.17E-06,20.04041,FLNA
212928_at,0.00045094,1.19E-06,19.98224,TSPYL4
231986_at,0.00045094,1.20E-06,19.96639,RIMS1
203159_at,0.00045094,1.21E-06,19.95052,GLS
235278_at,0.00045094,1.21E-06,19.93701,MACROD2
227669_at,0.0004562,1.24E-06,19.88122,MPC2
202007_at,0.0004562,1.25E-06,19.85835,NID1
208509_s_at,0.0004562,1.26E-06,19.84127,OR7A17
218678_at,0.0004562,1.27E-06,19.82213,NES
220092_s_at,0.0004562,1.27E-06,19.81922,ANTXR1
238521_at,0.00045832,1.28E-06,19.79005,FGF12
208779_x_at,0.00045839,1.30E-06,19.76459,MIR4640///DDR1
218806_s_at,0.00045839,1.30E-06,19.75579,VAV3
218755_at,0.00045981,1.31E-06,19.73104,KIF20A
215700_x_at,0.00046054,1.33E-06,19.69844,CPNE6
1561146_at,0.00046054,1.33E-06,19.69385,VPS35
201895_at,0.00046373,1.35E-06,19.65955,ARAF
227909_at,0.00046437,1.36E-06,19.63973,SMIM10L2B///SMIM10L2A
236656_s_at,0.00046896,1.38E-06,19.59817,LOC100288911
234645_at,0.00047298,1.40E-06,19.5601,
214157_at,0.00047496,1.42E-06,19.5263,GNAS
1557852_at,0.00047496,1.42E-06,19.51767,PHC2
233888_s_at,0.00047776,1.45E-06,19.4781,SRGAP1
239765_at,0.00047776,1.45E-06,19.4713,CPEB3
205918_at,0.00048499,1.48E-06,19.41725,SLC4A3
212533_at,0.00048603,1.49E-06,19.39644,WEE1
219875_s_at,0.00051604,1.60E-06,19.21668,DESI2
232058_at,0.00051604,1.60E-06,19.21308,
1553349_at,0.00051859,1.62E-06,19.18446,ARID2
213421_x_at,0.00051859,1.65E-06,19.14564,PRSS3
1555474_at,0.00051859,1.65E-06,19.14533,TTLL3
211879_x_at,0.00051859,1.65E-06,19.14136,PCDHGA3
216306_x_at,0.00054472,1.74E-06,19.00242,MIR4745///PTBP1
216268_s_at,0.00054602,1.76E-06,18.98201,JAG1
226086_at,0.00055877,1.81E-06,18.90961,SYT13
228242_at,0.00057052,1.86E-06,18.84316,N4BP2
230998_at,0.00057158,1.88E-06,18.81856,CBX3
218259_at,0.00057158,1.89E-06,18.79617,MKL2
211806_s_at,0.00057158,1.89E-06,18.79308,KCNJ15
204490_s_at,0.00057158,1.91E-06,18.77521,CD44
232341_x_at,0.00057158,1.91E-06,18.76914,HABP4
239678_at,0.00057735,1.94E-06,18.7293,
228745_at,0.00057735,1.96E-06,18.70464,SGTB
203505_at,0.00057735,1.97E-06,18.70163,ABCA1
1560472_at,0.00057735,1.97E-06,18.68976,LINC00705
223933_at,0.00057735,1.99E-06,18.67581,KIF5A
210298_x_at,0.00057735,2.00E-06,18.66358,FHL1
230932_at,0.00058597,2.04E-06,18.61356,RNF130
238778_at,0.00060675,2.12E-06,18.51416,MPP7
200923_at,0.00061882,2.17E-06,18.45257,LGALS3BP
201746_at,0.00061885,2.18E-06,18.43963,TP53
1555920_at,0.00061944,2.20E-06,18.42453,CBX3
205277_at,0.00062214,2.22E-06,18.40078,PRDM2
202605_at,0.00062214,2.23E-06,18.38854,GUSB
216697_at,0.00062417,2.25E-06,18.36801,TRIO
1557905_s_at,0.00062497,2.26E-06,18.35239,CD44
218476_at,0.0006271,2.28E-06,18.33165,POMT1
232311_at,0.00063949,2.34E-06,18.27087,B2M
229648_at,0.00063949,2.36E-06,18.2505,ARHGAP32
223789_s_at,0.00063949,2.36E-06,18.24704,GTPBP2
212508_at,0.0006448,2.39E-06,18.21473,MOAP1
204793_at,0.00064951,2.42E-06,18.18494,GPRASP1
204742_s_at,0.00065254,2.45E-06,18.16165,PDS5B
229057_at,0.00065713,2.48E-06,18.13271,SCN2A
209311_at,0.00065791,2.49E-06,18.11806,BCL2L2
221718_s_at,0.000675,2.57E-06,18.044,AKAP13
219760_at,0.00068327,2.62E-06,17.99702,LIN7B
208015_at,0.00068327,2.62E-06,17.99131,SMAD1
201461_s_at,0.00069049,2.66E-06,17.95438,MAPKAPK2
220045_at,0.00069073,2.68E-06,17.94213,NEUROD6
207463_x_at,0.00069331,2.71E-06,17.91653,PRSS3
215220_s_at,0.00069331,2.72E-06,17.90191,TPR
213744_at,0.00069331,2.73E-06,17.8992,ATRNL1
229606_at,0.00070348,2.80E-06,17.83483,
1557630_s_at,0.00070348,2.81E-06,17.82936,LOC107984534
227641_at,0.00070348,2.82E-06,17.8205,FBXL16
221851_at,0.00070348,2.82E-06,17.81978,DCAF15
243079_x_at,0.00073313,2.95E-06,17.70988,
212420_at,0.00074267,3.00E-06,17.66813,ELF1
236308_at,0.00074337,3.02E-06,17.6551,VSTM2A
204685_s_at,0.00074601,3.06E-06,17.6235,ATP2B2
205626_s_at,0.00074601,3.08E-06,17.60666,CALB1
235230_at,0.00074601,3.08E-06,17.60387,PLCXD2
211270_x_at,0.00074601,3.09E-06,17.60022,PTBP1
236561_at,0.00074601,3.10E-06,17.59358,TGFBR1
229039_at,0.00074766,3.12E-06,17.57788,SYN2
211284_s_at,0.0007504,3.16E-06,17.54797,GRN
201367_s_at,0.0007504,3.16E-06,17.54388,ZFP36L2
218247_s_at,0.0007504,3.17E-06,17.53812,MEX3C
205874_at,0.00075979,3.22E-06,17.49836,ITPKA
218719_s_at,0.00076633,3.27E-06,17.46289,GINS3
211681_s_at,0.00076633,3.28E-06,17.45775,PDLIM5
235778_s_at,0.00077673,3.35E-06,17.40759,ANKRD44
1557155_a_at,0.00077673,3.37E-06,17.39363,
226777_at,0.00077673,3.40E-06,17.3745,ADAM12
235320_at,0.00077673,3.40E-06,17.37221,ARL6
230411_at,0.00077673,3.41E-06,17.36485,UBE2V2
215008_at,0.00077673,3.42E-06,17.35975,TLL2
231886_at,0.00077673,3.43E-06,17.34977,LOC100134822
204675_at,0.00077673,3.44E-06,17.34657,SRD5A1
231737_at,0.00077707,3.45E-06,17.33584,CACNG4
229254_at,0.00077802,3.47E-06,17.32272,MFSD4A
214762_at,0.00077802,3.49E-06,17.31369,ATP6V1G2
230551_at,0.00078125,3.52E-06,17.29437,KSR2
233972_s_at,0.00079908,3.61E-06,17.23192,FEZF2
212070_at,0.00080231,3.64E-06,17.21176,ADGRG1
214900_at,0.00080231,3.65E-06,17.20358,ZKSCAN1
229831_at,0.00080658,3.69E-06,17.18178,CNTN3
1557270_at,0.00080745,3.72E-06,17.16381,
239096_at,0.00080745,3.72E-06,17.16065,
209023_s_at,0.00081089,3.77E-06,17.13168,STAG2
1554872_a_at,0.00081089,3.78E-06,17.12638,HMGCLL1
216237_s_at,0.00081089,3.80E-06,17.11093,MCM5
222565_s_at,0.00081089,3.83E-06,17.09255,PRKD3
200622_x_at,0.00081089,3.84E-06,17.09028,CALM3///CALM2///CALM1
236234_at,0.00081089,3.84E-06,17.08725,PDE1A
219922_s_at,0.00081089,3.84E-06,17.08686,LTBP3
241672_at,0.00081748,3.90E-06,17.05318,SERTM1
210675_s_at,0.00081748,3.91E-06,17.04813,PTPRR
204718_at,0.00081748,3.92E-06,17.04124,EPHB6
217523_at,0.00082013,3.95E-06,17.02488,CD44
239357_at,0.00082244,3.97E-06,17.00955,ATP2B2
204592_at,0.00083211,4.04E-06,16.96873,DLG4
242585_at,0.00083211,4.06E-06,16.9604,CKMT2-AS1
238747_at,0.00083211,4.07E-06,16.95387,CACNA1E
225930_at,0.00083211,4.08E-06,16.94762,NKIRAS1
202828_s_at,0.00083601,4.11E-06,16.92819,MMP14
209556_at,0.000844,4.17E-06,16.89766,NCDN
236163_at,0.00084705,4.21E-06,16.87236,LIX1
205738_s_at,0.00084705,4.23E-06,16.86287,FABP3
208689_s_at,0.00084705,4.24E-06,16.86014,RPN2
241805_at,0.00084705,4.24E-06,16.85541,GABRG1
1552334_at,0.00084858,4.27E-06,16.84102,TRIOBP
218663_at,0.00084858,4.30E-06,16.8268,NCAPG
202457_s_at,0.00084858,4.30E-06,16.82565,PPP3CA
224871_at,0.00084858,4.32E-06,16.81543,TPRG1L
235120_at,0.00084858,4.33E-06,16.80906,SEC22C
227279_at,0.00084858,4.35E-06,16.8014,TCEAL3
215056_at,0.00085036,4.38E-06,16.78497,
229300_at,0.00085036,4.39E-06,16.78025,RAB3C
228973_at,0.00085083,4.40E-06,16.77084,DLG2
210040_at,0.00085722,4.45E-06,16.7451,SLC12A5
1553422_s_at,0.00085722,4.50E-06,16.72377,RBFOX1
244414_at,0.00085722,4.50E-06,16.72353,
226185_at,0.00085722,4.50E-06,16.7215,CDS1
219825_at,0.00086044,4.53E-06,16.70495,CYP26B1
242176_at,0.00087693,4.64E-06,16.65364,MEF2A
210363_s_at,0.00087994,4.67E-06,16.63792,SCN2B
214163_at,0.00088142,4.69E-06,16.62625,HSPB11
211121_s_at,0.00088482,4.73E-06,16.60965,DOK1
214156_at,0.00088678,4.76E-06,16.59314,MYRIP
235969_at,0.00088678,4.77E-06,16.58906,SCN8A
226258_at,0.00089471,4.84E-06,16.55544,AMN1
236882_at,0.00089471,4.84E-06,16.55339,
200623_s_at,0.00090286,4.91E-06,16.52098,CALM3///CALM2///CALM1
1557262_at,0.00090286,4.93E-06,16.51131,LOC102724814
1557706_at,0.00090286,4.94E-06,16.50989,ZHX2
202715_at,0.00092234,5.06E-06,16.45395,CAD
239118_at,0.00092425,5.09E-06,16.44104,KCNA2
214563_at,0.00092425,5.11E-06,16.43423,PCDHGC3
1563075_s_at,0.00092936,5.15E-06,16.4143,
209166_s_at,0.00093301,5.20E-06,16.39212,MAN2B1
218130_at,0.00093301,5.20E-06,16.39059,C17orf62
210978_s_at,0.00093595,5.24E-06,16.37612,TAGLN2
224400_s_at,0.00093711,5.26E-06,16.36597,CHST9
211984_at,0.00093742,5.28E-06,16.35789,CALM3///CALM2///CALM1
225781_at,0.00094061,5.33E-06,16.33671,MAPK9
1560274_at,0.00094061,5.33E-06,16.33567,WTAP
214196_s_at,0.00094985,5.40E-06,16.30643,TPP1
225225_at,0.00095012,5.42E-06,16.29859,OIP5-AS1
1552302_at,0.00096118,5.54E-06,16.25164,TMEM106A
221008_s_at,0.00096118,5.56E-06,16.24375,ETNPPL
241399_at,0.00096118,5.56E-06,16.24013,FAM19A2
205651_x_at,0.00096118,5.57E-06,16.23729,RAPGEF4
215321_at,0.00096118,5.57E-06,16.23695,RUNDC3B
227758_at,0.00096737,5.63E-06,16.2155,RERG
235070_at,0.00097515,5.70E-06,16.18759,RBFOX1
201295_s_at,0.00097515,5.71E-06,16.18358,WSB1
220154_at,0.00097649,5.74E-06,16.17248,DST
201389_at,0.00097649,5.76E-06,16.16467,ITGA5
221540_x_at,0.00097649,5.77E-06,16.15965,GTF2H2C_2///GTF2H2C///GTF2H2B///GTF2H2
203224_at,0.00097745,5.81E-06,16.14363,RFK
241414_at,0.00097745,5.82E-06,16.13975,ANKRD10
207169_x_at,0.00097745,5.83E-06,16.13684,MIR4640///DDR1
242973_at,0.00098272,5.90E-06,16.11131,CACNA1C
207149_at,0.00098272,5.90E-06,16.11122,CDH12
204749_at,0.00098554,5.94E-06,16.09441,NAP1L3
212969_x_at,0.00098554,5.95E-06,16.09129,EML3
214120_at,0.00098731,5.98E-06,16.08056,RFPL1S
225578_at,0.00098855,6.00E-06,16.07107,MZT1
228771_at,0.00099904,6.09E-06,16.03781,GRK3
214098_at,0.00099904,6.10E-06,16.03426,KIAA1107
203909_at,0.00100111,6.13E-06,16.02303,SLC9A6
207957_s_at,0.00100775,6.20E-06,16.00052,PRKCB
228027_at,0.00100775,6.22E-06,15.99294,ARMCX5-GPRASP2///GPRASP2
206976_s_at,0.00100775,6.24E-06,15.98417,HSPH1
200916_at,0.00100775,6.26E-06,15.97744,TAGLN2
1565786_x_at,0.00100775,6.28E-06,15.97079,FLJ45482
206258_at,0.00100775,6.31E-06,15.96158,ST8SIA5
201003_x_at,0.00100775,6.32E-06,15.95616,TMEM189-UBE2V1///TMEM189///UBE2V2///UBE2V1
225239_at,0.00100775,6.33E-06,15.95275,MIR612///NEAT1
207107_at,0.00100775,6.34E-06,15.94967,RPE65
208270_s_at,0.00101234,6.40E-06,15.92987,RNPEP
235468_at,0.00101234,6.42E-06,15.9233,RBFOX3
227053_at,0.00101234,6.42E-06,15.92045,PACSIN1
206973_at,0.00101342,6.45E-06,15.91173,PPFIA2
223529_at,0.00102108,6.52E-06,15.88879,SYT4
227682_at,0.00102526,6.58E-06,15.86736,SPPL2A
212091_s_at,0.00102526,6.59E-06,15.86295,COL6A1
226382_at,0.00102526,6.60E-06,15.86093,
231213_at,0.00104916,6.77E-06,15.80402,PDE1A
1566079_at,0.00105435,6.83E-06,15.78696,RPS16P5
221482_s_at,0.00105589,6.86E-06,15.77734,ARPP19
241398_at,0.00105589,6.89E-06,15.76625,MPPED1
209248_at,0.00105589,6.89E-06,15.76526,GHITM
1558293_at,0.00105887,6.93E-06,15.75295,KIAA1107
233678_at,0.00107414,7.06E-06,15.71237,TCF12
203264_s_at,0.00107414,7.07E-06,15.70941,ARHGEF9
204444_at,0.00109556,7.23E-06,15.66024,KIF11
204762_s_at,0.00110245,7.31E-06,15.63835,GNAO1
1557430_at,0.00110245,7.32E-06,15.63451,SMIM17
216005_at,0.00110504,7.36E-06,15.62341,TNC
229109_s_at,0.00111081,7.42E-06,15.60459,BLVRA
1554250_s_at,0.00111081,7.44E-06,15.60015,STAG3L2///STAG3L3///TRIM73
203504_s_at,0.00111244,7.47E-06,15.59102,ABCA1
225446_at,0.00111357,7.50E-06,15.5829,BRWD1
244022_at,0.00112719,7.62E-06,15.54667,
1560349_at,0.00112719,7.63E-06,15.54473,
210471_s_at,0.00113181,7.68E-06,15.52931,KCNAB1
226663_at,0.00113181,7.74E-06,15.51432,ANKRD10-IT1
210445_at,0.00113181,7.74E-06,15.51355,FABP6
205637_s_at,0.00113181,7.74E-06,15.51254,SH3GL3
1564640_at,0.0011343,7.78E-06,15.502,MGA
242801_at,0.00114001,7.84E-06,15.48537,
212877_at,0.0011581,7.99E-06,15.4456,KLC1
238697_at,0.00115974,8.02E-06,15.43683,SMIM10L2A
201430_s_at,0.00116463,8.09E-06,15.41713,DPYSL3
234149_at,0.00116463,8.10E-06,15.41547,
202741_at,0.00116463,8.12E-06,15.4107,PRKACB
211500_at,0.00116793,8.16E-06,15.39895,MAPK11
206290_s_at,0.00117413,8.23E-06,15.37966,RGS7
212384_at,0.00117413,8.25E-06,15.37629,ATP6V1G2-DDX39B///SNORD84///DDX39B
210719_s_at,0.00117466,8.28E-06,15.36662,HMG20B
213307_at,0.00117466,8.29E-06,15.36414,SHANK2
213684_s_at,0.00119003,8.43E-06,15.32882,PDLIM5
208321_s_at,0.00119003,8.45E-06,15.3251,CABP1
222900_at,0.00119085,8.47E-06,15.31809,NRIP3
1552621_at,0.0011933,8.53E-06,15.30399,UPK3BL///POLR2J3///POLR2J2///POLR2J
207776_s_at,0.0011933,8.53E-06,15.30268,CACNB2
201874_at,0.00119927,8.60E-06,15.28651,MPZL1
224209_s_at,0.00120166,8.66E-06,15.27184,GDA
1558605_at,0.00120166,8.67E-06,15.26896,
205549_at,0.00120166,8.68E-06,15.26556,PCP4
215567_at,0.00120166,8.70E-06,15.26049,FCF1
229818_at,0.00120216,8.73E-06,15.25296,SVOP
204505_s_at,0.00120216,8.75E-06,15.24882,DMTN
236166_at,0.00121114,8.84E-06,15.22754,LOC285147
242286_at,0.00122807,8.99E-06,15.19194,GRIN2A
243170_at,0.00122807,9.01E-06,15.1864,
214769_at,0.00122807,9.03E-06,15.18191,CLCN4
242157_at,0.00123304,9.10E-06,15.16511,CHD9
204229_at,0.00123304,9.11E-06,15.16273,SLC17A7
210232_at,0.00123346,9.16E-06,15.15052,CDC42
235781_at,0.00123346,9.20E-06,15.14318,CACNA1B
222385_x_at,0.00123346,9.20E-06,15.14239,SEC61A1
1558404_at,0.00123346,9.20E-06,15.14102,LINC00622
215921_at,0.00124989,9.35E-06,15.10767,NPIPA5///NPIPB6///NPIPB8///NPIPB3
232426_at,0.00125214,9.40E-06,15.0953,SV2B
206448_at,0.00125214,9.41E-06,15.09349,ZNF365
238673_at,0.00125514,9.47E-06,15.08159,SAMD12
218892_at,0.00125514,9.48E-06,15.07811,DCHS1
229537_at,0.0012584,9.54E-06,15.06576,LMO4
1557685_at,0.0012584,9.56E-06,15.06158,ASAP1-IT2
203019_x_at,0.0012584,9.58E-06,15.0561,SSX2IP
201664_at,0.0012584,9.60E-06,15.05074,SMC4
240528_s_at,0.0012584,9.62E-06,15.04709,EXOC4
220999_s_at,0.00126003,9.66E-06,15.03929,CYFIP2
226101_at,0.00126996,9.76E-06,15.01763,PRKCE
214230_at,0.00127026,9.78E-06,15.01209,CDC42
224010_at,0.00127062,9.81E-06,15.00647,ANAPC11
212398_at,0.00127281,9.85E-06,14.99783,RDX
236251_at,0.00127778,9.92E-06,14.98334,
1554298_a_at,0.00127778,9.93E-06,14.97963,WDR49
1558295_a_at,0.00128177,9.99E-06,14.96809,PPFIA2
1569348_at,0.00129156,1.01E-05,14.9471,LOC102725451///TPTEP1
233059_at,0.00131173,1.03E-05,14.90473,KCNJ3
213965_s_at,0.00131173,1.03E-05,14.90352,CHD5
228047_at,0.00131173,1.03E-05,14.8951,SNORA72
229917_at,0.00131173,1.03E-05,14.89482,AGAP2
219301_s_at,0.00131443,1.04E-05,14.88425,CNTNAP2
241705_at,0.00131443,1.04E-05,14.88078,ABCA5
207135_at,0.00132623,1.05E-05,14.85716,HTR2A
204447_at,0.00132814,1.06E-05,14.8493,LZTS3
215037_s_at,0.00132944,1.06E-05,14.84244,BCL2L1
204150_at,0.00133983,1.07E-05,14.81942,STAB1
205625_s_at,0.00133983,1.07E-05,14.81652,CALB1
213484_at,0.00134142,1.08E-05,14.80926,ADD2
219978_s_at,0.00134868,1.09E-05,14.79319,NUSAP1
203130_s_at,0.00136089,1.10E-05,14.7696,KIF5C
202048_s_at,0.00137083,1.11E-05,14.74965,CBX6
219514_at,0.0013756,1.11E-05,14.73768,ANGPTL2
206857_s_at,0.00137574,1.12E-05,14.73138,FKBP1B
229914_at,0.00137574,1.12E-05,14.72807,LOC401261
214434_at,0.00138022,1.13E-05,14.71322,HSPA12A
202429_s_at,0.00138022,1.13E-05,14.71195,PPP3CA
1568836_at,0.00138556,1.14E-05,14.69925,CLK4
202884_s_at,0.00139136,1.14E-05,14.6858,PPP2R1B
207026_s_at,0.00139136,1.15E-05,14.67822,ATP2B3
219140_s_at,0.00139136,1.15E-05,14.67665,RBP4
224694_at,0.00140424,1.16E-05,14.65288,ANTXR1
225728_at,0.00143243,1.19E-05,14.60703,SORBS2
1556357_s_at,0.00143782,1.19E-05,14.59367,ERICH1
206381_at,0.00143782,1.20E-05,14.57981,SCN2A
242563_at,0.00143782,1.20E-05,14.57637,
1556007_s_at,0.00143782,1.21E-05,14.57266,CSNK1A1
213967_at,0.00143782,1.21E-05,14.5722,RALYL
1557350_at,0.00143782,1.21E-05,14.57033,G3BP1
225979_at,0.00143782,1.21E-05,14.56602,PLEKHG2
217297_s_at,0.00143782,1.21E-05,14.56298,MYO9B
217208_s_at,0.00144,1.22E-05,14.55538,DLG1
227756_at,0.00144433,1.22E-05,14.5447,FAM81A
232670_at,0.00144674,1.23E-05,14.53678,LOC149401
220536_at,0.00145678,1.24E-05,14.51805,VRTN
201418_s_at,0.00146061,1.24E-05,14.5082,SOX4
